Genome Name / Sample Name	JGI Project ID / ITS PID	DB	IMG_Name	IMG_Downloaded
Microvirga guangxiensis CGMCC 1.7666	1041448	MicguaCGMCC17666_FD	MicguaCGMCC17666_FD.2596583582.tar.gz	YES
Terriglobus roseus GAS232	1111472	TerrosGAS232_FD	TerrosGAS232_FD.2690315654.tar.gz	YES
Thermus arciformis CGMCC 1.6992	1058158	ThearcCGMCC16992_FD	ThearcCGMCC16992_FD.2617270932.tar.gz	YES
Methyloversatilis sp. RZ18-153	404018	MetspRZ18153_FD	MetspRZ18153_FD.2517287017.tar.gz	YES
Methylopila sp. 73B	1001060	Metsp73B_FD	Metsp73B_FD.2541046934.tar.gz	YES
Alkaliphilus metalliredigens QYMF	16539	alkme	NA	NO
Pseudonocardia oroxyli CGMCC 4.3143	1076396	PseoroCGMCC43143_FD	PseoroCGMCC43143_FD.2667527404.tar.gz	YES
Deinococcus geothermalis DSM 11300	16957	deige	NA	NO
Salinispora pacifica CNS996	1007330	SalpacCNS996_FD	SalpacCNS996_FD.2517572157.tar.gz	YES
Yersinia pestis CA88-4125	16834	null	NA	NO
Ferriphaselus sp. R-1	1034567	FerspR1_FD	FerspR1_FD.2574180436.tar.gz	YES
Microbacterium sp. CF332	1057554	MicspCF332_FD	MicspCF332_FD.2609459766.tar.gz	YES
Pseudomonas sp. URMO17WK12:I1	1006987	PsespURMO17WKI1_FD	PsespURMO17WKI1_FD.2518645600.tar.gz	YES
Sphingomonas phyllosphaerae 5.2	404853	Sphphy52_FD	Sphphy52_FD.2517093048.tar.gz	YES
Serratia plymuthica AS12	403168	SerratiaspAS12_FD	SerratiaspAS12_FD.2504756008.tar.gz	YES
Arthrobacter sp. 135MFCol5.1	1000076	Artsp135MFCol51_FD	Artsp135MFCol51_FD.2517572123.tar.gz	YES
Promicromonospora umidemergens DSM 22081	1053049	ProumiDSMZ22081_FD	ProumiDSMZ22081_FD.2596583659.tar.gz	YES
Cellulomonas gilvus ATCC 13127	400512	CelgilATCC13127_FD	CelgilATCC13127_FD.2505679016.tar.gz	YES
Prevotella sp. 10(H)	1001093	Prespisolate10H_FD	Prespisolate10H_FD.2571042917.tar.gz	YES
Pseudomonas sp. NFPP14	1049685	PsespNFPP14_FD	PsespNFPP14_FD.2599185356.tar.gz	YES
Pseudomonas syringae pv. fabae BS2731	1105425	PsesyrstraBS2731_FD	PsesyrstraBS2731_FD.2687453747.tar.gz	YES
Pseudomonas putida F1	16297	psepu	NA	NO
Kytococcus sedentarius 541, DSM 20547	97906	kytse	NA	NO
Ruminococcaceae bacterium AE2021	1020314	RumbacAE2021_FD	RumbacAE2021_FD.3383209-2558309033.tar.gz	YES
Lachnospiraceae bacterium XBB2008	1034259	LacbacXBB2008_FD	LacbacXBB2008_FD.2593339165.tar.gz	YES
Streptomyces sp KS_16	1097328	StrspKS_16_FD	StrspKS_16_FD.2671180083.tar.gz	YES
Pleurocapsa sp. PCC 7319	401194	PlespPCC7319_FD	PlespPCC7319_FD.2509601013.tar.gz	YES
Sphingomonas sp. S7-754	1071367	SphspS7754_FD	SphspS7754_FD.2651870108.tar.gz	YES
Dehalobacter sp. CF	403125	CFMELculture3_FD	CFMELculture3_FD.2519899539.tar.gz	YES
Butyrivibrio sp. AC2005	1012797	ButspAC2005_FD	ButspAC2005_FD.2524614694.tar.gz	YES
Streptomyces sp. LaPpAH-95	405379	StrspLaPpAH95_FD	StrspLaPpAH95_FD.2515154171.tar.gz	YES
Klebsiella sp. NFIX22	1049799	KlespNFIX22_FD	KlespNFIX22_FD.2600255299.tar.gz	YES
Actinomycetospora chiangmaiensis DSM 45062	405888	ActDSM45062_FD	ActDSM45062_FD.2515154015.tar.gz	YES
Rhizobium leguminosarum bv. trifolii TA1	403009	RhilegtrifoliTA1_FD	RhilegtrifoliTA1_FD.2510461076.tar.gz	YES
Methylotenera versatilis 301, JCM 17579	400446	met_3	NA	NO
Bacillus sp. V-88	1121069	BacillusspV88_FD	BacillusspV88_FD.2708743150.tar.gz	YES
Bacteroides uniformis DSM 6597	1108110	BacuniDSM6597_FD	BacuniDSM6597_FD.2693429911.tar.gz	YES
Bacteroidales bacterium KHT7	1082165	BacbacKHT7_FD	BacbacKHT7_FD.2654588178.tar.gz	YES
uncultivated cyanobacterium (Poplar biomass community MLE1-like)	0	pinbe	NA	NO
Sphingobacterium psychroaquaticum DSM 22418	1049032	SphpsyDSM22418_FD	SphpsyDSM22418_FD.2595699002.tar.gz	YES
Dyella sp. 333MFSha	1065156	Dyesp333MFSha_FD	Dyesp333MFSha_FD.2639762574.tar.gz	YES
Thioalkalivibrio sp. ALE11	1008643	ThispstraiALE11_FD	ThispstraiALE11_FD.2519899666.tar.gz	YES
Streptococcus sobrinus DSM 20742	1030999	StrsobDSM20742_FD	StrsobDSM20742_FD.2563366731.tar.gz	YES
Pseudomonas baetica LMG 25716	1061816	PsebaeLMG25716_FD	PsebaeLMG25716_FD.2619619019.tar.gz	YES
Cohnella thermotolerans DSM 17683	1010692	CohtheDSM17683_FD	CohtheDSM17683_FD.2524023169.tar.gz	YES
Ochrobactrum anthropi ATCC 49188	16227	ochan	NA	NO
Anaerovirgula multivorans SCA	1042837	AnamulSCA_FD	AnamulSCA_FD.2706794911.tar.gz	YES
Chitinimonas koreensis DSM 17726	1000109	ChikorDSM17726_FD	ChikorDSM17726_FD.2524614556.tar.gz	YES
Mucilaginibacter paludis TPT56, DSM 18603	401070	MucpalDSM18603_FD	MucpalDSM18603_FD.2506520020.tar.gz	YES
Jannaschia sp. CCS1	16092	jan_c	jan_c.2606217371.tar.gz	YES
Paludibacterium yongneupense DSM 18731	1010848	PalyonDSM18731_FD	PalyonDSM18731_FD.2524023162.tar.gz	YES
Arthrobacter crystallopoietes DSM 20117	1068247	ArtcryDSM20117_FD	ArtcryDSM20117_FD.2634166276.tar.gz	YES
Idiomarina zobellii KMM 231	1066535	IdizobKMM231_FD	IdizobKMM231_FD.2643221445.tar.gz	YES
Lechevalieria fradiae CGMCC 4.3506	1076400	LecfraCGMCC43506_FD	LecfraCGMCC43506_FD.2663762758.tar.gz	YES
Duganella sp. OV458	1057539	DugspOV458_FD	DugspOV458_FD.2609459727.tar.gz	YES
Limimonas halophila DSM 25584	1084723	LimhalDSM25584_FD	LimhalDSM25584_FD.2654587884.tar.gz	YES
Aminobacterium mobile DSM 12262	1015839	AmimobDSM12262_FD	AmimobDSM12262_FD.2541046969.tar.gz	YES
Mucilaginibacter gossypii Gh-67	1071326	MucgosGh67_FD	MucgosGh67_FD.2651870011.tar.gz	YES
Alicyclobacillus acidocaldarius acidocaldarius 104-IA, DSM 446	98019	aliac	NA	NO
Halomonas taenensis BH539	1066537	HaltaeBH539_FD	HaltaeBH539_FD.2636416175.tar.gz	YES
Facklamia miroungae ATCC BAA-466	1095799	FacmirATCCBAA466_FD	FacmirATCCBAA466_FD.2675903695.tar.gz	YES
Anaerovorax odorimutans DSM 5092	1013981	AnaodoDSM5092_FD	AnaodoDSM5092_FD.2524614531.tar.gz	YES
Bradyrhizobium sp. Th.b2	1011187	BraspTHB2_FD	BraspTHB2_FD.2524023228.tar.gz	YES
Bacteroides gallinarum DSM 18171	1000022	BacgalDSM18171_FD	BacgalDSM18171_FD.2519899680.tar.gz	YES
Acidovorax delafieldii 2AN	400336	acide	NA	NO
Chryseobacterium pallidum DSM 18015	1097094	ChrpalDSM18015_FD	ChrpalDSM18015_FD.2681813503.tar.gz	YES
Streptomyces sp. CNH287	1016004	StrspCNH287_FD	StrspCNH287_FD.2524023245.tar.gz	YES
Sinosporangium album CPCC 201354	1085131	SinalbCPCC201354_FD	SinalbCPCC201354_FD.2675903142.tar.gz	YES
Selenomonas ruminantium WCT3	1082129	SelrumWCT3_FD	SelrumWCT3_FD.2654588117.tar.gz	YES
Propionibacterium acnes DSM 1897	406136	ProDSM1897_FD	ProDSM1897_FD.2515154214.tar.gz	YES
Ehrlichia chaffeensis Sapulpa	16720	Ehrsis_FD	Ehrsis_FD.2606217282.tar.gz	YES
Streptomyces sp. Ncost-T10-10d	402723	StrspPR09T1010D_FD	StrspPR09T1010D_FD.2657245721.tar.gz	YES
Escherichia coli KO11	400146	escck	escck.2636415642.tar.gz	YES
Salinispora pacifica CNT001	407373	SalpacCNT001_2_FD	SalpacCNT001_2_FD.2515154184.tar.gz	YES
Moritella marina ATCC 15381	1008147	MormarATCC15381_FD	MormarATCC15381_FD.2519899695.tar.gz	YES
Eubacterium uniforme ATCC 35992	1035960	EubuniATCC35992_FD	EubuniATCC35992_FD.2585428145.tar.gz	YES
Desulfosporosinus hippei DSM 8344	1086186	DeshipDSM8344_FD	DeshipDSM8344_FD.2675903225.tar.gz	YES
Prevotella sp. BP1-148	1060347	PrespBP1148_FD	PrespBP1148_FD.2623620508.tar.gz	YES
Microbacterium sp. 77MFTsu3.1	1065146	Micsp77MFTsu31_FD	Micsp77MFTsu31_FD.2639762631.tar.gz	YES
Ferrimicrobium acidiphilum DSM 19497	1011007	FeraciDSM19497_FD	FeraciDSM19497_FD.2571042004.tar.gz	YES
Williamsia maris DSM 44693	1048927	WilmarDSM44693_FD	WilmarDSM44693_FD.2596583531.tar.gz	YES
Gallionella capsiferriformans ES-2	16469	galfe	NA	NO
Bacillus sp. V-76	1052866	BacillusspV76_FD	BacillusspV76_FD.2617270740.tar.gz	YES
Roseospirillum parvum 930I	1102489	Rospar930I_FD	Rospar930I_FD.2675903017.tar.gz	YES
Novosphingobium nitrogenifigens Y88, DSM 19370	405952	NovDSM19370_FD	NovDSM19370_FD.2515154075.tar.gz	YES
Pseudomonas sp. CC120222-01b	1023608	PsespCC1202201b_FD	PsespCC1202201b_FD.2545824551.tar.gz	YES
Propionivibrio dicarboxylicus DSM 5885	1048738	ProdicDSM5885_FD	ProdicDSM5885_FD.2599185173.tar.gz	YES
Clostridium beijerinckii HUN142	1025984	ClobeiHUN142_FD	ClobeiHUN142_FD.3408107-2558860979.tar.gz	YES
Pseudomonas plecoglossicida DSM 15088	1021494	PsepleDSM15088_FD	PsepleDSM15088_FD.3415900-2556921648.tar.gz	YES
Janthinobacterium sp. YR213	1099059	JanspYR213_FD	JanspYR213_FD.2690315660.tar.gz	YES
Planomicrobium glaciei CGMCC 1.6846	1058154	PlaglaCGMCC16846_FD	PlaglaCGMCC16846_FD.2617270782.tar.gz	YES
Promicromonospora sukumoe 327MFSha3.1	1003019	Prosuk327MFSha31_FD	Prosuk327MFSha31_FD.2522572130.tar.gz	YES
Desulforegula conservatrix Mb1Pa	1007527	DesconMbDSM13527_FD	DesconMbDSM13527_FD.2523231059.tar.gz	YES
Pseudomonas flavescens LMG 18387	1090709	PseflaLMG18387_FD	PseflaLMG18387_FD.2663762794.tar.gz	YES
Lactobacillus buchneri NRRL B-30929	52065	LacbucNRRLB30929_FD	LacbucNRRLB30929_FD.2505313015.tar.gz	YES
Flavobacteriaceae bacterium Mar_2010_105	1047296	Flabacr_2010_105_FD	Flabacr_2010_105_FD.2597490377.tar.gz	YES
Prevotella shahii DSM 15611	1036794	PreshaDSM15611_FD	PreshaDSM15611_FD.2585427597.tar.gz	YES
Alteribacillus persepolensis DSM 21632	1071374	AltperDSM21632_FD	AltperDSM21632_FD.2654588171.tar.gz	YES
Thioalkalivibrio sp. AL21	1000424	ThispAL21_FD	ThispAL21_FD.2522125172.tar.gz	YES
Mycoplasma columbinum ATCC 29257	1024851	MyccolATCC29257_FD	MyccolATCC29257_FD.2565956533.tar.gz	YES
Rhizobium tropici NFR14	1049640	BraelkNFR14_FD	BraelkNFR14_FD.2667528175.tar.gz	YES
Shewanella putrefaciens HRCR-6	1015890	SheputHRCR6_FD	SheputHRCR6_FD.2540341238.tar.gz	YES
Pseudobutyrivibrio sp. 49	1082170	Psesp49_FD	Psesp49_FD.2651870321.tar.gz	YES
Bacteroides ovatus NLAE-zl-C57	1082179	BacovaNLAEzlC57_FD	BacovaNLAEzlC57_FD.2654588146.tar.gz	YES
Methylobacterium sp. 77	404080	MetspStrain77_FD	MetspStrain77_FD.2516143002.tar.gz	YES
Klebsiella sp. NFIX15	1049778	KlespNFIX15_FD	KlespNFIX15_FD.2600255254.tar.gz	YES
Arthrobacter subterraneus NP_1H	1066555	ArtsubNP_1H_FD	ArtsubNP_1H_FD.2642422544.tar.gz	YES
Alteribacillus bidgolensis IBRC-M10614	1071373	AltbidIBRCM10614_FD	AltbidIBRCM10614_FD.2654587895.tar.gz	YES
Bacillus cereus RU36C	1115924	BaccerRU36C_FD	BaccerRU36C_FD.2710264774.tar.gz	YES
Xenococcus sp. PCC 7305	401198	XenspPCC7305_FD	XenspPCC7305_FD.2508501034.tar.gz	YES
Lachnospiraceae bacterium P6A3	1026059	LacbacP6A3_FD	LacbacP6A3_FD.3413080-2562617029.tar.gz	YES
Proteiniclasticum ruminis CGMCC 1.5058	1085135	ProrumCGMCC15058_FD	ProrumCGMCC15058_FD.2675903137.tar.gz	YES
Bacillus bogoriensis ATCC BAA-922	1024770	BacbogATCCBAA922_FD	BacbogATCCBAA922_FD.3361037-2556921655.tar.gz	YES
Lactococcus lactis lactis NCDO 604	1047260	LaclacATCC19435_FD	LaclacATCC19435_FD.2597490350.tar.gz	YES
Agromyces italicus DSM 16388	1013894	AgritaDSM16388_FD	AgritaDSM16388_FD.2524023150.tar.gz	YES
Paracoccus denitrificans DSM 413	1053058	PardenDSMZ413_FD	PardenDSMZ413_FD.2597490357.tar.gz	YES
Thermodesulfobacterium geofontis OPF15	403062	ThespOPB45_FD	ThespOPB45_FD.2506520012.tar.gz	YES
Mesorhizobium muleiense CGMCC 1.11022	1085143	MesmulCGMC111022_FD	MesmulCGMC111022_FD.2675903064.tar.gz	YES
Chryseobacterium balustinum DSM 16775	1097105	ChrbalDSM16775_FD	ChrbalDSM16775_FD.2681813564.tar.gz	YES
Halomonas sp. DSM 26667	1055541	HalspDSM26667_FD	HalspDSM26667_FD.2619618960.tar.gz	YES
Rhodanobacter sp. TND4EH1	1115959	RhospTND4EH1_FD	RhospTND4EH1_FD.2708743159.tar.gz	YES
Chryseobacterium jejuense DSM 19299	1086257	ChrjejDSM19299_FD	ChrjejDSM19299_FD.2684623012.tar.gz	YES
Arthrobacter cupressi CGMCC 1.10783	1076323	ArtcupCGMC110783_FD	ArtcupCGMC110783_FD.2663762744.tar.gz	YES
Halanaerobium congolense WG7	1066525	HalconWG7_FD	HalconWG7_FD.2642422585.tar.gz	YES
Mycoplasma simbae ATCC 49888	1024818	MycsimATCC49888_FD	MycsimATCC49888_FD.3408186-2561511095.tar.gz	YES
Citreicella marina DSM 26424	1055427	CitmarDSM26424_FD	CitmarDSM26424_FD.2615840707.tar.gz	YES
Persephonella lauensis IFO5_L8	1001345	PerlauIFO5_L8_FD	PerlauIFO5_L8_FD.3412977-2562617012.tar.gz	YES
Okibacterium frutillariae VKM Ac-2059	1118392	OkifruVKMAc2059_FD	OkifruVKMAc2059_FD.2708742390.tar.gz	YES
Eubacterium ruminatium HUN269	1034373	EubrumHUN269_FD	EubrumHUN269_FD.2593339210.tar.gz	YES
Pseudoruegeria lutimaris DSM 25294	1055268	PselutDSM25294_FD	PselutDSM25294_FD.2622736598.tar.gz	YES
Actinomadura oligospora ATCC 43269	1013217	ActoliATCC43269_FD	ActoliATCC43269_FD.2540341222.tar.gz	YES
Albimonas donghaensis DSM 17890	1108096	AlbdonDSM17890_2_FD	AlbdonDSM17890_2_FD.2693429856.tar.gz	YES
Clostridium carboxidivorans P7	52195	ClocarP7_FD	ClocarP7_FD.2506783038.tar.gz	YES
Lachnospiraceae bacterium C10	1034313	LacbacC10_FD	LacbacC10_FD.2593339216.tar.gz	YES
Microbulbifer donghaiensis CGMCC 1.7063	1058167	MicdonCGMCC17063_FD	MicdonCGMCC17063_FD.2619618825.tar.gz	YES
Terrisporobacter glycolicus DSM 1288	1008505	CloglyDSM1288_FD	CloglyDSM1288_FD.3367609-2526164522.tar.gz	YES
Candidatus Pelagibacter ubique HTCC7214	1025740	CanPelubHTCC7214_FD	CanPelubHTCC7214_FD.2561511239.tar.gz	YES
Dolosicoccus paucivorans DSM 15742	1059074	DolpauDSM15742_FD	DolpauDSM15742_FD.2622736585.tar.gz	YES
Porphyrobacter sanguineus DSM 11032	1036773	PorsanDSM11032_FD	PorsanDSM11032_FD.2582580729.tar.gz	YES
Mycoplasma testudinis ATCC 43263	1024833	MyctesATCC43263_FD	MyctesATCC43263_FD.3360883-2556921633.tar.gz	YES
Enterobacter sp. NFR05	1049613	EntspNFR05_FD	EntspNFR05_FD.2609459761.tar.gz	YES
Cellulomonas sp. URHD0024	1015673	CelspURHD0024_FD	CelspURHD0024_FD.2522572149.tar.gz	YES
Clostridium sp. KNHs216	1023003	ClospKNHs216_FD	ClospKNHs216_FD.2593339269.tar.gz	YES
Halanaerobium hydrogenoformans	401850	Halspapolanicus_FD	Halspapolanicus_FD.2504756083.tar.gz	YES
Nevskia ramosa DSM 11499	1008562	NevramDSM11499_FD	NevramDSM11499_FD.2523231050.tar.gz	YES
cyanobacterium PCC 7702	404147	ChlspPCC7702_FD	ChlspPCC7702_FD.2512564012.tar.gz	YES
Streptococcus equinus MPR2	1082211	StrequMPR2_FD	StrequMPR2_FD.2651870307.tar.gz	YES
Pseudomonas sp. LAIL14HWK12:I8	1007044	PsespLAIL14HWI8_FD	PsespLAIL14HWI8_FD.2521172670.tar.gz	YES
Luteibacter sp. 9143	1022139	Lutsp9143_FD	Lutsp9143_FD.2582581258.tar.gz	YES
Lachnobacterium bovis AE2004	1020245	LacbovAE2004_FD	LacbovAE2004_FD.3408065-2558860969.tar.gz	YES
Salimicrobium halophilum DSM 4771	1068535	SalhalDSM4771_FD	SalhalDSM4771_FD.2636416074.tar.gz	YES
Sinorhizobium meliloti BO21CC	403398	SinmelBO21CC_FD	SinmelBO21CC_FD.2516653046.tar.gz	YES
Rhizobium sp. RU33A	1115956	RhispRU33A_FD	RhispRU33A_FD.2708742397.tar.gz	YES
Rhizobium sp. PDC82	1094158	RhispPDC82_FD	RhispPDC82_FD.2690315628.tar.gz	YES
Pedobacter sp. OK626	1057561	PedspOK626_FD	PedspOK626_FD.2609459674.tar.gz	YES
Bacillus anthracis A0442	16561	null	NA	NO
Maribacter aquivivus DSM 16478	1059086	MaraquDSM16478_FD	MaraquDSM16478_FD.2622736581.tar.gz	YES
Flavobacterium noncentrifugens CGMCC 1.10076	1058196	FlanonCGMC110076_FD	FlanonCGMC110076_FD.2619618994.tar.gz	YES
Coraliomargarita akajimensis DSM 45221	400544	corak	NA	NO
Zymobacter palmae DSM 10491	1011022	ZympalDSM10491_FD	ZympalDSM10491_FD.3415342-2556921094.tar.gz	YES
Corynebacterium pilosum DSM 20521	405899	CorDSM20521_FD	CorDSM20521_FD.2515154153.tar.gz	YES
Enterobacter asburiae PDN3	1035789	EntasbPDN3_FD	EntasbPDN3_FD.2585428186.tar.gz	YES
Pleurocapsa sp. PCC 7327	401170	PlespPCC7327_FD	PlespPCC7327_FD.2509276061.tar.gz	YES
Planomicrobium soli CGMCC 1.12259	1128543	PlasolCGMC112259_FD	PlasolCGMC112259_FD.2718217662.tar.gz	YES
Thioalkalivibrio sp. AKL17	1000406	ThispAKL17_FD	ThispAKL17_FD.2518285529.tar.gz	YES
Desulfotomaculum alcoholivorax DSM 16058	1013924	DesalcDSM16058_FD	DesalcDSM16058_FD.2524023147.tar.gz	YES
Neptunomonas japonica DSM 18939	1010725	NepjapDSM18939_FD	NepjapDSM18939_FD.2523533624.tar.gz	YES
Microbulbifer yueqingensis CGMCC 1.10658	1076319	MicyueCGMC110658_FD	MicyueCGMC110658_FD.2667528184.tar.gz	YES
Marinobacterium rhizophilum DSM 18822	1005119	MarrhiDSM18822_FD	MarrhiDSM18822_FD.2518645605.tar.gz	YES
Pseudomonas sp. LAMO17WK12:I7	1007077	PsespLAMO17WKI7_FD	PsespLAMO17WKI7_FD.2521172645.tar.gz	YES
Chryseobacterium sp. YR480	1035792	ChrspYR480_FD	ChrspYR480_FD.2585428184.tar.gz	YES
Opitutaceae sp. TAV1	402822	OpibacTAV1_FD	OpibacTAV1_FD.2508501067.tar.gz	YES
Halodesulfovibrio aestuarii DSM 10141	1013762	DesacrDSM10141_FD	DesacrDSM10141_FD.3367590-2524614816.tar.gz	YES
Streptococcus gallolyticus VTM3R42	1049952	StrgalVTM3R42_FD	StrgalVTM3R42_FD.2608642220.tar.gz	YES
Modestobacter roseus DSM 45764	1043270	Modros457PBPilot_FD	Modros457PBPilot_FD.2585427561.tar.gz	YES
Alkalibacterium thalassium DSM 19181	1055229	AlkthaDSM19181_FD	AlkthaDSM19181_FD.2619619006.tar.gz	YES
Thiomonas bhubaneswarensis DSM 18181	1052812	ThibhuDSM18181_FD	ThibhuDSM18181_FD.2615840605.tar.gz	YES
Chelativorans sp. BNC1	16131	mesb1	mesb1.2606217523.tar.gz	YES
Thioalkalivibrio sp. ALgr1	1000349	ThispALgr1_FD	ThispALgr1_FD.2519103025.tar.gz	YES
Pseudomonas sp. NFACC25	1049526	PsespNFACC25_FD	PsespNFACC25_FD.2599185288.tar.gz	YES
Yersinia pseudotuberculosis sv. IB PB1/+	202057	yerpt	NA	NO
Chlorobium phaeobacteroides DSM 266	16669	chlph	NA	NO
Rhizobium sp. OK494	1035663	RhispOK494_FD	RhispOK494_FD.2582581308.tar.gz	YES
Bifidobacterium breve RP2	1082177	BifbreRP2_FD	BifbreRP2_FD.2651870312.tar.gz	YES
Alkaliphilus oremlandii OhILAs	16689	clo_o	NA	NO
Sarcina sp. DSM 11001	1049922	SarspDSM11001_FD	SarspDSM11001_FD.2608642105.tar.gz	YES
Desulfovibrio ferrireducens DSM 16995	1048687	DesferDSM16995_FD	DesferDSM16995_FD.2599185335.tar.gz	YES
Branchiibius hedensis DSM 22951	1068275	BrahedDSM22951_FD	BrahedDSM22951_FD.2634166369.tar.gz	YES
Entomoplasma melaleucae ATCC 49191	1024875	EntmelATCC49191_FD	EntmelATCC49191_FD.2563366545.tar.gz	YES
Crinalium epipsammum PCC 9333	400971	CriepiPCC9333_FD	CriepiPCC9333_FD.2504643013.tar.gz	YES
Shewanella halifaxensis HAW-EB4	16370	sheha	NA	NO
Burkholderia sp. JPY347	404554	BurspJPY347_FD	BurspJPY347_FD.2515154123.tar.gz	YES
Caulobacter henricii YR570	1035852	CauhenYR570_FD	CauhenYR570_FD.2582581293.tar.gz	YES
Prevotella ruminicola ATCC 19189	1035918	PrerumATCC19189_FD	PrerumATCC19189_FD.2596583684.tar.gz	YES
Ohtaekwangia kribbensis DSM 25221	1048942	OhtkriDSM25221_FD	OhtkriDSM25221_FD.2596583624.tar.gz	YES
Rhodobacter megalophilus DSM 18937	1097055	RhomegDSM18937_FD	RhomegDSM18937_FD.2681813553.tar.gz	YES
Salinimicrobium catena CGMCC 1.6101	1058132	SalcatCGMCC16101_FD	SalcatCGMCC16101_FD.2617270763.tar.gz	YES
Pseudomonas fuscovaginae LMG 2158	1090745	PsefusLMG2158_FD	PsefusLMG2158_FD.2667527230.tar.gz	YES
Leifsonia sp. CL154	1065176	LeispCL154_FD	LeispCL154_FD.2639762567.tar.gz	YES
Thioalkalivibrio sp. ALE31	1000472	ThispALE31_FD	ThispALE31_FD.2517572118.tar.gz	YES
Paracoccus pantotrophus J46	403826	ParpanJ46_FD	ParpanJ46_FD.2508501030.tar.gz	YES
Epibacterium ulvae U95	1059099	EpiulvDSM24752_FD	EpiulvDSM24752_FD.2622736501.tar.gz	YES
Blastococcus bullaregi DSM 46842	1107813	BlabulDSM46842_FD	BlabulDSM46842_FD.2700988699.tar.gz	YES
Curtobacterium sp. UNCCL17	1026345	CurspUNCCL17_FD	CurspUNCCL17_FD.2563366719.tar.gz	YES
Lentibacter algarum DSM 24677	1108138	LenalgDSM24677_FD	LenalgDSM24677_FD.2693429861.tar.gz	YES
Desulfitobacterium sp. LBE	403246	DesspLBE_FD	DesspLBE_FD.2516493017.tar.gz	YES
Burkholderia pyrrocinia NFIX32	1049829	BurpyrNFIX32_FD	BurpyrNFIX32_FD.2675903129.tar.gz	YES
Shewanella sp. MR-7	16377	she_m	she_m.2606217398.tar.gz	YES
Streptomyces sp. SirexAA-H	1003076	StrspSirexAAH_FD	StrspSirexAAH_FD.2519103015.tar.gz	YES
Fictibacillus enclensis NIO-1003	1052893	FicencNIO1003_FD	FicencNIO1003_FD.2616645019.tar.gz	YES
Yersinia pseudotuberculosis sv. O3 YPIII	201049	yerps	NA	NO
Geovibrio sp. L21-Ace-BES, DSM 26904	1015860	GeothiL21AceBES_FD	GeothiL21AceBES_FD.2524614676.tar.gz	YES
Pseudomonas sp. URMO17WK12:I7	1007005	PsespURMO17WKI7_FD	PsespURMO17WKI7_FD.2519899637.tar.gz	YES
Thioalkalivibrio sp. ALMg2	1000505	ThispALMg2_FD	ThispALMg2_FD.2521172665.tar.gz	YES
Pelobacter seleniigenes DSM 18267	1023994	PelselDSM18267_FD	PelselDSM18267_FD.2571042913.tar.gz	YES
Salinicoccus kunmingensis DSM 17847	1030776	SalkunDSM17847_FD	SalkunDSM17847_FD.2574179723.tar.gz	YES
Streptococcus gallolyticus VTM3R24	1049949	StrgalVTM3R24_FD	StrgalVTM3R24_FD.2608642166.tar.gz	YES
Ensifer sp. YR511	1057542	EnsiferspYR511_FD	EnsiferspYR511_FD.2615840643.tar.gz	YES
Moorella thermoacetica ATCC 39073	1045117	MootheATCC39073_FD	MootheATCC39073_FD.2596583698.tar.gz	YES
Calothrix desertica PCC 7102	404007	CaldesPCC7102_FD	CaldesPCC7102_FD.2509887024.tar.gz	YES
Ruminococcus sp. YE78	1034304	RumspYE78_FD	RumspYE78_FD.2593339151.tar.gz	YES
Salinispora arenicola CNH877	1007264	SalareCNH877_FD	SalareCNH877_FD.2519103192.tar.gz	YES
Bacillus sp. 105MF	1000103	Bacillussp105MF_FD	Bacillussp105MF_FD.2517572206.tar.gz	YES
Geoalkalibacter ferrihydriticus DSM 17813	1048678	GeoferDSM17813_FD	GeoferDSM17813_FD.2599185148.tar.gz	YES
Kandleria vitulina WCC7	1082132	KanvitWCC7_FD	KanvitWCC7_FD.2654588126.tar.gz	YES
Clostridium celerecrescens 18A	1012253	Clocel18A_FD	Clocel18A_FD.2595698222.tar.gz	YES
Pseudomonas sp. NFPP15	1049688	PsespNFPP15_FD	PsespNFPP15_FD.2599185186.tar.gz	YES
Paraburkholderia nodosa DSM 21604	405803	BurDSM21604_FD	BurDSM21604_FD.3367126-2515154189.tar.gz	YES
Selenomonas sp. AE3005	1020239	SelspAE3005_FD	SelspAE3005_FD.2563366600.tar.gz	YES
Dinoroseobacter shibae DFL-12, DSM 16493	16717	dinsh	dinsh.2501004205.tar.gz	YES
Nocardioides alkalitolerans DSM 16699	1013810	NocalkDSM16699_FD	NocalkDSM16699_FD.2524614663.tar.gz	YES
Prevotella bryantii FB3001	1060319	PrebryFB3001_FD	PrebryFB3001_FD.2623620459.tar.gz	YES
Salinispora arenicola CNY237	1007348	SalpacCNY237_FD	SalpacCNY237_FD.2517572163.tar.gz	YES
Methylovulum miyakonense HT12	405015	MetmiyHT12_FD	MetmiyHT12_FD.2516653058.tar.gz	YES
Oribacterium sp. FC2011	1020344	OrispFC2011_FD	OrispFC2011_FD.3408235-2561511144.tar.gz	YES
Lactobacillus kefiranofaciens ATCC 43761	1047266	LackefATCC43761_FD	LackefATCC43761_FD.2597490363.tar.gz	YES
Marinomonas posidonica IVIA-Po-181	401921	mar_i	mar_i.2506210003.tar.gz	YES
Geodermatophilus siccatus DSM 45419	1048813	GeosicDSM45419_FD	GeosicDSM45419_FD.2599185192.tar.gz	YES
